duration_min,coding_min,events,chars,dev_chars,code_inserts,deletes,move_to,anchors,jumps,jumps_per_100c,kpm_active,kpm_session,bursts,pause_count,pause_min_s,pause_max_s,pause_avg_s,teacher_q,teacher_q_unanswered,student_q,help,tokens,tokens_html,tokens_css,tokens_js,tokens_py,tokens_comment,tokens_dev,segments
66.66,15.77,920,702,106,23,26,43,12,55,7.83,50.3,12.5,27,26,31.20,638.92,136.82,4,3,0,0,1102,940,78,0,0,84,31,t:46.57:13;p:50.44:0;t:40.26:19;p:33.49:0;t:8.89:12;p:324.75:0;t:3.00:11;p:628.48:0;t:17.23:7;p:62.80:0;t:6.54:9;p:59.23:0;t:5.10:4;p:73.54:0;t:41.37:10;p:25.74:0;t:106.09:15;p:69.39:0;t:67.04:17;p:37.07:0;t:23.96:1;p:76.59:0;t:36.25:8;p:69.75:0;t:15.63:6;p:38.73:0;t:38.75:3;p:22.14:0;t:103.16:18;p:221.93:0;t:9.14:21;p:132.79:0;t:45.63:16;p:30.25:0;t:13.33:1;p:70.35:0;t:96.37:38;p:167.35:0;t:6.32:3;p:39.72:0;t:40.24:21;p:72.21:0;t:11.94:13;p:47.54:0;t:4.94:1;p:89.78:0;t:102.90:35;p:410.29:0;t:0.75:0;p:152.28:0;t:10.14:16;p:46.76:0;t:44.58:5
