# Occurrences: 1186
# Removed    : 23
# Unique     : 100
<	11:53:32.602
!	11:53:33.047
DOCTYPE	11:53:34.288
html	11:53:35.435
>	11:53:35.636
<	11:53:44.687
html	11:53:45.521
>	11:53:45.815
<	11:53:50.287
/	11:53:50.722
html	11:53:51.658
>	11:53:52.247
<	11:54:15.269
head	11:54:15.944
>	11:54:16.082
<	11:54:16.762
/	11:54:17.061
head	11:54:17.814
>	11:54:18.018
<	11:54:33.152
title	11:54:34.138
>	11:54:34.278
Chess	11:54:35.668
123456	11:54:38.411
<	11:54:38.653
/	11:54:38.982
title	11:54:40.032
>	11:54:40.352
<	11:54:52.552
body	11:54:53.277
>	11:54:53.444
<	11:54:54.301
/	11:54:54.552
body	11:54:55.321
>	11:54:55.640
<	11:56:34.186
h1	11:56:34.651
>	11:56:34.798
Chess	11:56:36.040
Game	11:56:37.110
<	11:56:37.252
/	11:56:37.399
h1	11:56:37.847
>	11:56:38.086
<	11:57:48.012
div	11:57:48.949
id	11:57:49.501
=	11:57:49.684
"	11:57:49.893
chess	11:57:50.827
-	11:57:51.005
board	11:57:51.888
"	11:57:51.973
>	11:57:52.248
<	11:57:53.359
/	11:57:53.708
div	11:57:54.317
>	11:57:54.617
<	11:58:26.435
div	11:58:26.997
class	11:58:28.009
=	11:58:28.224
"	11:58:28.335
cell	11:58:29.306
light	11:58:30.446
"	11:58:30.783
>	11:58:31.043
<	11:58:31.329
/	11:58:31.581
div	11:58:32.273
>	11:58:32.462
<	11:58:34.148
div	11:58:34.737
class	11:58:35.647
=	11:58:35.832
"	11:58:35.965
cell	11:58:36.694
dark	11:58:37.525
"	11:58:37.701
>	11:58:37.856
<	11:58:38.260
/	11:58:38.465
div	11:58:38.988
>	11:58:39.110
<	12:01:39.938
style	12:01:40.930
>	12:01:41.067
<	12:01:45.480
/	12:01:45.692
style	12:01:46.591
>	12:01:46.854
.	12:02:02.524
cell	12:02:03.252
{	12:02:03.759
}	12:02:03.928
border	12:02:06.120
:	12:02:06.357
2px	12:02:07.437
solid	12:02:08.627
black	12:02:09.832
;	12:02:09.908
.	12:02:40.645
light	12:02:41.585
{	12:02:41.960
}	12:02:42.194
background	12:02:44.784
-	12:02:44.920
color	12:02:45.746
:	12:02:45.908
white	12:02:47.218
;	12:02:47.484
.	12:02:50.869
dark	12:02:51.662
{	12:02:52.151
}	12:02:52.276
background	12:02:54.505
-	12:02:54.710
color	12:02:55.530
:	12:02:55.751
gray	12:02:56.667
;	12:02:56.888
#	12:03:33.003
chess	12:03:34.679
-	12:03:34.891
board	12:03:35.921
{	12:03:45.639
}	12:03:46.236
width	12:03:53.681
:	12:03:53.818
400px	12:03:55.740
;	12:03:56.458
height	12:03:58.438
:	12:03:58.649
400px	12:03:59.637
;	12:03:59.993
display	12:04:30.837
:	12:04:30.966
grid	12:04:31.833
;	12:04:31.971
grid	12:04:33.784
-	12:04:33.928
template	12:04:35.620
-	12:04:35.828
rows	12:04:36.631
:	12:04:36.826
repeat	12:04:38.281
(	12:04:38.485
8	12:04:38.643
,	12:04:38.821
1fr	12:04:39.902
)	12:04:40.295
;	12:04:41.132
/	12:05:03.249	COMMENT
*	12:05:03.545	COMMENT
1	12:05:04.012	COMMENT
fraction	12:05:06.056	COMMENT
*	12:05:06.883	COMMENT
/	12:05:07.311	COMMENT
grid	12:05:13.862
-	12:05:13.980
template	12:05:15.274
-	12:05:15.459
columns	12:05:17.007
:	12:05:17.574
repeat	12:05:19.260
(	12:05:19.386
8	12:05:19.565
,	12:05:19.720
1fr	12:05:20.402
)	12:05:20.749
;	12:05:21.226
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
<	12:08:20.663
